index;pointer_address;string_address;length_bytes;text_jp;text_fr
374;80098ce4;0x800211d8;20;"鉄球壁（２２２）鉄球";374;Mur à boule de fer (222) – boule de fer
375;80098ce8;0x800211c4;16;"鉄球壁（２２１）";375;Mur à boule de fer (221)
376;80098cec;0x800211b0;18;"鉄球壁（１１２）軸";376;Mur à boule de fer (112) – axe
377;80098cf0;0x80021198;20;"◆ミミング(鎌)Ｌｖ１";377;◆Mimming (faux) Niv.1
378;80098cf4;0x8002118c;10;"ミミング王";378;Roi Mimming
379;80098cf8;0x80021174;20;"ボージス＆石（YM03）";379;Bojis & pierre (YM03)
380;80098cfc;0x80021168;8;"にわとり";380;Poulet
381;80098d00;0x80021160;6;"からす";381;Corbeau
382;80098d04;0x8002114c;16;"鉄球壁（１１１）";382;Mur à boule de fer (111)
383;80098d08;0x8002113c;12;"三色スイッチ";383;Interrupteur tricolore
384;80098d0c;0x80021128;18;"変身リザードマン像";384;Statue d’homme-lézard transformé
385;80098d10;0x80021114;18;"水浮き・鉄球（大）";385;Flotteur d’eau / grande boule de fer
386;80098d14;0x800210fc;20;"◆ミミング(回)Ｌｖ１";386;◆Mimming (rotation) Niv.1
387;80098d18;0x800210e8;19;"壊せる柱(UD■/LR●)";387;Pilier détruisible (UD■/LR●)
388;80098d1c;0x800210e4;2;"棺";388;Cercueil
389;80098d20;0x800210d0;16;"◆ローパーＬｖ１";389;◆Roper Niv.1
390;80098d24;0x800210c8;4;"氷柱";390;Colonne de glace
391;80098d28;0x800210bc;8;"水しずく";391;Goutte d’eau
392;80098d2c;0x800210b0;10;"◆魚Ｌｖ１";392;◆Poisson Niv.1
393;80098d30;0x800210a4;8;"たいまつ";393;Torche
394;80098d34;0x80021094;12;"ジェネレータ";394;Générateur
395;80098d38;0x80021084;12;"◆岩顔Ｌｖ１";395;◆Tête de roche Niv.1
396;80098d3c;0x80021070;18;"流木.01水上/23空中";396;Bois flottant .01 sur l’eau / .23 en l’air
397;80098d40;0x80021060;15;"泡.012乗/34否乗";397;Bulle .0-1-2 support /3-4 non support
398;80098d44;0x80021050;14;"ランプスイッチ";398;Interrupteur de lampe
399;80098d48;0x80021048;4;"鍵師";399;Maître des clés
400;80098d4c;0x80021030;20;"メディアム　(YM08用)";400;Médium (pour YM08)
401;80098d50;0x80021020;12;"◆虫男Ｌｖ１";401;◆Homme-insecte Niv.1
402;80098d54;0x8002100c;16;"船員/乗客/カモメ";402;Marin / passager / mouette
403;80098d58;0x80020ff8;18;"くさり.0通/1滅/2待";403;Chaîne .0 traversable /1 détruite /2 attente
404;80098d5c;0x80020fe4;16;"◆ミミックＬｖ１";404;◆Mimique Niv.1
405;80098d60;0x80020fd8;8;"壊れる鎧";405;Armure cassable
406;80098d64;0x80020fc8;12;"４５ｃ回転扉";406;Porte rotative 45°
407;80098d68;0x80020fb0;20;"YM08結界u水d炎l砂r氷";407;YM08 barrière u=eau d=feu l=sable r=glace
408;80098d6c;0x80020fa8;5;"asiba";408;asiba (plateforme)
409;80098d70;0x80020f94;18;"魔法の鉢(びよよん)";409;Pot magique (boïng)
410;80098d74;0x80020f84;14;"◆ワームＬｖ１";410;◆Ver Niv.1
411;80098d78;0x80021204;12;"◆−弾Ｌｖ１";411;◆Projectile Niv.1
412;80098d7c;0x80020f70;16;"◆ウィルダ（首）";412;◆Wilda (tête)
413;80098d80;0x80020f68;6;"◆−胴";413;◆Corps
414;80098d84;0x80020f54;18;"◆−ドラゴンブレス";414;◆Souffle de dragon
415;80098d88;0x80020f48;10;"◆−火炎弾";415;◆Boule de feu
416;80098d8c;0x80020f44;2;"空";416;Vide
417;80098d90;0x80020f44;2;"空";417;Vide
418;80098d94;0x80020f30;18;"◆メルザス（本体）";418;◆Melzas (corps principal)
419;80098d98;0x80020f1c;16;"◆−追尾レーザー";419;◆Laser à tête chercheuse
420;80098d9c;0x80020f08;18;"◆−螺旋弾（遅い）";420;◆Projectiles en spirale (lents)
421;80098da0;0x80020f44;2;"空";421;Vide
422;80098da4;0x80020f44;2;"空";422;Vide
423;80098da8;0x80020ef4;18;"◆−追尾弾（遅い）";423;◆Projectiles à tête chercheuse (lents)
424;80098dac;0x80020ee0;16;"◆−分身メルザス";424;◆Double de Melzas
425;80098db0;0x80020ecc;16;"◆ミイラ男Ｌｖ１";425;◆Homme momie Niv.1
426;80098db4;0x80020ebc;12;"メルザス怨念";426;Rancune de Melzas
427;80098db8;0x80020eac;12;"メルザス神像";427;Statue divine de Melzas
428;80098dbc;0x80020e98;16;"◆ゴーストＬｖ１";428;◆Fantôme Niv.1
429;80098dc0;0x80020e88;12;"風船スイッチ";429;Interrupteur à ballon
430;80098dc4;0x80020e74;16;"押せる柱(ＰＲＧ)";430;Pilier poussable (PRG)
431;80098dc8;0x80020e64;12;"◆泥男Ｌｖ１";431;◆Homme de boue Niv.1
432;80098dcc;0x80021204;12;"◆−弾Ｌｖ１";432;◆Projectile Niv.1
433;80098dd0;0x80020e50;19;"ミニ・ニルード(D12)";433;Mini-Nilude (D12)
434;80098dd4;0x80020e3c;18;"クライン（夢専用）";434;Klein (rêve uniquement)
435;80098dd8;0x80020e24;20;"空・空にしてもOKっす";435;Vide – OK de laisser vide
436;80098ddc;0x80020f44;2;"空";436;Vide
437;80098de0;0x80020e14;14;"◆岩ガメＬｖ１";437;◆Tortue de roche Niv.1
438;80098de4;0x80020e00;16;"敵じゃないカメ岩";438;Rocher tortue non ennemi
439;80098de8;0x80020f44;2;"空";439;Vide
440;80098dec;0x80020dec;16;"◆カゲマンＬｖ１";440;◆Homme-ombre Niv.1
441;80098df0;0x80020ddc;14;"◆岩ガメＬｖ２";441;◆Tortue de roche Niv.2
442;80098df4;0x80020f44;2;"空";442;Vide
443;80098df8;0x80020dcc;14;"◆キノコＬｖ１";443;◆Champignon Niv.1
444;80098dfc;0x80020dbc;14;"◆−胞子Ｌｖ１";444;◆Spores Niv.1
445;80098e00;0x80020da8;16;"敵じゃないキノコ";445;Champignon non ennemi
446;80098e04;0x80020d94;16;"◆邪神化ロエイン";446;◆Roein divin corrompu
447;80098e08;0x80020d7c;20;"◆−ロエインコレダー";447;◆Collider de Roein
448;80098e0c;0x80020d64;20;"◆−ロエインボンバー";448;◆Bombardement de Roein
449;80098e10;0x80020d54;14;"◆ゾンビＬｖ１";449;◆Zombie Niv.1
450;80098e14;0x80020d3c;20;"◆−ロエインシールド";450;◆Bouclier de Roein
451;80098e18;0x80020f44;2;"空";451;Vide
452;80098e1c;0x80020d28;18;"◆ＰゾルジアＬｖ１";452;◆P-Zoldia Niv.1
453;80098e20;0x80020d14;18;"◆ＰゾルジアＬｖ２";453;◆P-Zoldia Niv.2
454;80098e24;0x80020d00;16;"◆ミイラ男Ｌｖ２";454;◆Homme momie Niv.2
455;80098e28;0x80020cf0;12;"◆はちＬｖ１";455;◆Guêpe Niv.1
456;80098e2c;0x80020cdc;16;"◆ローパーＬｖ２";456;◆Roper Niv.2
457;80098e30;0x80020f44;2;"空";457;Vide
458;80098e34;0x80020ccc;12;"◆はえＬｖ１";458;◆Mouche Niv.1
459;80098e38;0x80020cb4;20;"◆巨大スライム（大）";459;◆Slime géant (grand)
460;80098e3c;0x80020c9c;20;"◆巨大スライム（小）";460;◆Slime géant (petit)
461;80098e40;0x80020c8c;12;"◆木人Ｌｖ１";461;◆Homme de bois Niv.1
462;80098e44;0x80021204;12;"◆−弾Ｌｖ１";462;◆Projectile Niv.1
463;80098e48;0x80020c7c;12;"◆メルザス後";463;◆Après Melzas
464;80098e4c;0x80020c70;10;"◆−腕、弾";464;◆Bras, projectiles
465;80098e50;0x80020c64;8;"◆−触手";465;◆Tentacule
466;80098e54;0x80020f44;2;"空";466;Vide
467;80098e58;0x80020c54;14;"◆カマドＬｖ１";467;◆Fourneau Niv.1
468;80098e5c;0x80021204;12;"◆−弾Ｌｖ１";468;◆Projectile Niv.1
469;80098e60;0x80020c40;16;"◆−ゾルジア魔法";469;◆Magie de Zoldia
470;80098e64;0x80020c24;24;"◆−ビーム兄弟（毒ガス）";470;◆Frères Rayon (gaz toxique)
471;80098e68;0x80020c0c;22;"◆巨大スライム（目玉）";471;◆Slime géant (œil)
472;80098e6c;0x80020bf4;22;"◆−巨大スライム（体）";472;◆Slime géant (corps)
473;80098e70;0x80020be4;14;"◆火の鳥Ｌｖ１";473;◆Oiseau de feu Niv.1
474;80098e74;0x80020bd0;18;"◆−弾（羽）Ｌｖ１";474;◆Projectiles (plumes) Niv.1
475;80098e78;0x80020bb8;22;"◆−弾（火の粉）Ｌｖ１";475;◆Projectiles (étincelles) Niv.1
476;80098e7c;0x80020ba8;12;"◆吸い込み君";476;◆Monsieur Aspiration
477;80098e80;0x80020b94;16;"◆−吸い込み効果";477;◆Effet d’aspiration
478;80098e84;0x80020b80;16;"◆−子供スライム";478;◆Petit slime
479;80098e88;0x80020b74;10;"◆ドラゴン";479;◆Dragon
480;80098e8c;0x80020b64;14;"◆−ドラゴン炎";480;◆Flammes de dragon
481;80098e90;0x80020b50;16;"◆−ドラゴン３弾";481;◆Triple projectile de dragon
482;80098e94;0x80020b40;14;"◆狼男  Ｌｖ１";482;◆Loup-garou Niv.1
483;80098e98;0x80020b30;14;"◆−キング破片";483;◆Débris du roi
484;80098e9c;0x80020b1c;18;"◆−アビス（泡弾）";484;◆Abyss (projectiles-bulles)
485;80098ea0;0x80020b0c;14;"◆アビスＬｖ１";485;◆Abyss Niv.1
486;80098ea4;0x80020af8;16;"◆−アビス（右）";486;◆Abyss (droite)
487;80098ea8;0x80020ae4;16;"◆−アビス（左）";487;◆Abyss (gauche)
488;80098eac;0x80020ad4;14;"◆ムカデ（親）";488;◆Mille-pattes (corps principal)
489;80098eb0;0x80020ac0;16;"◆−ムカデ（胴）";489;◆Mille-pattes (tronc)
490;80098eb4;0x80020aac;18;"◆−ムカデ（尻尾）";490;◆Mille-pattes (queue)
491;80098eb8;0x80020a94;20;"◆−ムカデ（つなぎ）";491;◆Mille-pattes (joint)
492;80098ebc;0x80020a80;18;"◆−ムカデ（胴２）";492;◆Mille-pattes (tronc 2)
493;80098ec0;0x80020a68;22;"◆ニルード（残留思念）";493;◆Nilude (pensée résiduelle)
494;80098ec4;0x80020a50;20;"◆リザードボスＬｖ１";494;◆Boss lézard Niv.1
495;80098ec8;0x80020a38;20;"◆ニルード（体つき）";495;◆Nilude (avec corps)
496;80098ecc;0x80020a20;21;"◆−ニルード落石(222)";496;◆Chute de rochers de Nilude (222)
497;80098ed0;0x80020a0c;18;"◆エレメントＬｖ１";497;◆Élément Niv.1
498;80098ed4;0x800209f8;16;"◆−エレメント岩";498;◆Roche élémentaire
499;80098ed8;0x800209e4;18;"◆−エレメント監視";499;◆Surveillance élémentaire
500;80098edc;0x800209cc;22;"◆ビーム兄弟（兄）Ｌ１";500;◆Frère Rayon (aîné) Niv.1
501;80098ee0;0x800209b4;20;"◆−ビーム兄弟（弟）";501;◆Frère Rayon (cadet)
502;80098ee4;0x8002099c;21;"◆−ニルード落石(112)";502;◆Chute de rochers de Nilude (112)
503;80098ee8;0x80020984;21;"◆−ニルード落石(111)";503;◆Chute de rochers de Nilude (111)
504;80098eec;0x8002096c;20;"◆−ムカデ（反射弾）";504;◆Mille-pattes (projectiles réfléchis)
505;80098ef0;0x80020954;20;"◆−ムカデ（炸裂卵）";505;◆Mille-pattes (œufs explosifs)
506;80098ef4;0x80020940;16;"◆ムルータキング";506;◆Roi Muruta
507;80098ef8;0x80020930;14;"◆−キング大岩";507;◆Grand rocher du roi
508;80098efc;0x80020920;14;"◆−キング手下";508;◆Sbires du roi
509;80098f00;0x80020914;10;"◆ゾルジア";509;◆Zoldia
510;80098f04;0x80020900;18;"◆−ゾルジア魔法陣";510;◆Cercle magique de Zoldia
511;80098f08;0x800208f0;14;"◆−ゾルジア弾";511;◆Projectiles de Zoldia
